artist_name,artist_id,track_number,track_name,track_id,track_embed
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,1,Sea Calls Me Home,2vUMdAub2h5j5zuSppYQyT,https://open.spotify.com/embed/track/2vUMdAub2h5j5zuSppYQyT?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,2,Feel You,6JGZmmiaL64s1AmhEOVvCr,https://open.spotify.com/embed/track/6JGZmmiaL64s1AmhEOVvCr?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,3,Silhouette,4riNlzZh1Xd4xqbIWy7zfM,https://open.spotify.com/embed/track/4riNlzZh1Xd4xqbIWy7zfM?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,4,Everytime Boots,4qzU0YbbJRcgnVIV9LpmJ6,https://open.spotify.com/embed/track/4qzU0YbbJRcgnVIV9LpmJ6?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,5,So Humble the Afternoon,1dl1I6nRr3lFuFxP7gHtcx,https://open.spotify.com/embed/track/1dl1I6nRr3lFuFxP7gHtcx?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,6,Gold Dust Woman,3bdVI2epokfLQp3L6N4svB,https://open.spotify.com/embed/track/3bdVI2epokfLQp3L6N4svB?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,7,This Is a True Heart,3SZFmoWHkZeWAc5kXHGZYm,https://open.spotify.com/embed/track/3SZFmoWHkZeWAc5kXHGZYm?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,8,Strange Town - Julia Holter Edit,2bKdcXm8NZ0yavonGR86Vf,https://open.spotify.com/embed/track/2bKdcXm8NZ0yavonGR86Vf?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,9,These Creatures,7vD0ggohf5hwfBdbpp1f7W,https://open.spotify.com/embed/track/7vD0ggohf5hwfBdbpp1f7W?utm_source=generator&theme=0
Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,10,Lucette Stranded on the Island,2226IKgSbnGNwkRGxXsbp0,https://open.spotify.com/embed/track/2226IKgSbnGNwkRGxXsbp0?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,1,Michelangelo,7M5ASYUkhK0iac9WiKyPA3,https://open.spotify.com/embed/track/7M5ASYUkhK0iac9WiKyPA3?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,2,Hard Drive,3ArnNhm8z0ScjDKfGHSBRk,https://open.spotify.com/embed/track/3ArnNhm8z0ScjDKfGHSBRk?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,3,Crosshairs,7qIt6ymGZPn8DWVtv1DcMI,https://open.spotify.com/embed/track/7qIt6ymGZPn8DWVtv1DcMI?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,4,New Bikini,7669PNGT7aTlFuDKu8z8g7,https://open.spotify.com/embed/track/7669PNGT7aTlFuDKu8z8g7?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,5,Ambiguous Norway (instrumental),2FELrgv1Q9AnLhMMdtZqK3,https://open.spotify.com/embed/track/2FELrgv1Q9AnLhMMdtZqK3?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,6,The Ramble,4JHUP3mSBuYnXmfPOHgYOk,https://open.spotify.com/embed/track/4JHUP3mSBuYnXmfPOHgYOk?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,7,Pygmalion,6HwZ9m97h1DL2gdEkWXp6K,https://open.spotify.com/embed/track/6HwZ9m97h1DL2gdEkWXp6K?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,8,Ambiguous Norway,48gA52MllkD3wDEwBLCHUE,https://open.spotify.com/embed/track/48gA52MllkD3wDEwBLCHUE?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,9,Red Lips,3KFtphjFJYOtsDcqfTNLZ9,https://open.spotify.com/embed/track/3KFtphjFJYOtsDcqfTNLZ9?utm_source=generator&theme=0
Cassandra Jenkins,1WVGbBnzZ5WLZ2PfesIHik,10,Crosshairs (interlude),6BxUf6xleFbPI2e5sryKwr,https://open.spotify.com/embed/track/6BxUf6xleFbPI2e5sryKwr?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,1,Pictures of You,1XXwItGFhOuvQmopWby2dP,https://open.spotify.com/embed/track/1XXwItGFhOuvQmopWby2dP?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,2,Yards / Gardens,3PphHkiVdhRaO1EWH6ZWqZ,https://open.spotify.com/embed/track/3PphHkiVdhRaO1EWH6ZWqZ?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,3,A Couple Things,0XJShR9YnNtXtZkAnLRNFD,https://open.spotify.com/embed/track/0XJShR9YnNtXtZkAnLRNFD?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,4,Untitled,0yeSknpYINjXT25ilz4wpr,https://open.spotify.com/embed/track/0yeSknpYINjXT25ilz4wpr?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,5,Talk About It,5CH0x6oAAVDV1agN0Wdfhw,https://open.spotify.com/embed/track/5CH0x6oAAVDV1agN0Wdfhw?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,6,Who Am I But Someone,2aIMQ8exqALB45htgOenLF,https://open.spotify.com/embed/track/2aIMQ8exqALB45htgOenLF?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,7,Shadows,7gF4K3K2EqWHkLHh1gE3vO,https://open.spotify.com/embed/track/7gF4K3K2EqWHkLHh1gE3vO?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,8,J'aime les filles,6GiwLIxSRc3bEBaLj2RPjK,https://open.spotify.com/embed/track/6GiwLIxSRc3bEBaLj2RPjK?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,9,Lady in the Darkest Hour,2uhcwZpQBeo2YGXuXRUmtv,https://open.spotify.com/embed/track/2uhcwZpQBeo2YGXuXRUmtv?utm_source=generator&theme=0
Kate Bollinger,4eArh1v6UwBbKkjdgHCned,10,I Don't Wanna Lose,2gec0tIWMvB4vhhV09SwQY,https://open.spotify.com/embed/track/2gec0tIWMvB4vhhV09SwQY?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,1,On My Way,2Gzuc9dFCAXSzdHl3UcCNz,https://open.spotify.com/embed/track/2Gzuc9dFCAXSzdHl3UcCNz?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,2,Wes Anderson,1Nlk3KvJVeqakRGI0pdbXS,https://open.spotify.com/embed/track/1Nlk3KvJVeqakRGI0pdbXS?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,3,Every Day's the Weekend,19IEoiE1qTV8zzIiQghkX1,https://open.spotify.com/embed/track/19IEoiE1qTV8zzIiQghkX1?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,4,They Wouldn't Let Me In,7o7KZcYFilXgZXJE2tLRf5,https://open.spotify.com/embed/track/7o7KZcYFilXgZXJE2tLRf5?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,5,Misery Guts,4nFEpqglSpknKNaGLT8jeX,https://open.spotify.com/embed/track/4nFEpqglSpknKNaGLT8jeX?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,6,Good Time,1njjXma9MKvrQqkIsnq8xl,https://open.spotify.com/embed/track/1njjXma9MKvrQqkIsnq8xl?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,7,I Haven't Been Taking Care of Myself,5DdmWC7XsU4EDEhW5wRtyv,https://open.spotify.com/embed/track/5DdmWC7XsU4EDEhW5wRtyv?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,8,Welcome to the Black Parade - triple j Like A Version,02jQvDrVlz4ytqQSwgtQSJ,https://open.spotify.com/embed/track/02jQvDrVlz4ytqQSwgtQSJ?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,9,You Don't Think You Like People Like Me,7Apea4niAAKLKMaxVkphDO,https://open.spotify.com/embed/track/7Apea4niAAKLKMaxVkphDO?utm_source=generator&theme=0
Alex Lahey,5kdYrM3h2sB1Eid5tDf6Hk,10,Congratulations,0ZoUXwjbV6eetZmiEWEf3T,https://open.spotify.com/embed/track/0ZoUXwjbV6eetZmiEWEf3T?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,1,Soft Stud,7lC4mFmC4yHqoGmWCl6hwk,https://open.spotify.com/embed/track/7lC4mFmC4yHqoGmWCl6hwk?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,2,Nobody,2ElOjg63UnovNDm8vauTRo,https://open.spotify.com/embed/track/2ElOjg63UnovNDm8vauTRo?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,3,"Sam, A Dream",5f7wBEartf7erWHv5jZChn,https://open.spotify.com/embed/track/5f7wBEartf7erWHv5jZChn?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,4,My Blood Runs Through This Land,3MJXQcSEcmFbVurRUkFjpT,https://open.spotify.com/embed/track/3MJXQcSEcmFbVurRUkFjpT?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,5,On the River,3Qr2s8zrqVcyzoisQdijv3,https://open.spotify.com/embed/track/3Qr2s8zrqVcyzoisQdijv3?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,6,Don't Give Up,3RrRqtmMtdDhCuf9OIcU22,https://open.spotify.com/embed/track/3RrRqtmMtdDhCuf9OIcU22?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,7,Salmon Stinta,36JUphIlcyAeFG4Qx9VzcP,https://open.spotify.com/embed/track/36JUphIlcyAeFG4Qx9VzcP?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,8,Blue,309bco9CiaqLOaXgK7mmBM,https://open.spotify.com/embed/track/309bco9CiaqLOaXgK7mmBM?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,9,Fancy Dance,3NtObI8tPthPVfbuWgXoAD,https://open.spotify.com/embed/track/3NtObI8tPthPVfbuWgXoAD?utm_source=generator&theme=0
Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,10,Sedna,2mjSEREMOEhVhKfBXY9ZSG,https://open.spotify.com/embed/track/2mjSEREMOEhVhKfBXY9ZSG?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,1,fools (can't help falling in love) (feat. Sody),4VEEDnEFLI9dUy5QA51rom,https://open.spotify.com/embed/track/4VEEDnEFLI9dUy5QA51rom?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,2,is your bedroom ceiling bored? (feat. Cavetown),3ehrCQoouv7NW8LRgcMvRF,https://open.spotify.com/embed/track/3ehrCQoouv7NW8LRgcMvRF?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,3,Bitch (I Said It),0ABeME5fOK9X8dfqx6V98C,https://open.spotify.com/embed/track/0ABeME5fOK9X8dfqx6V98C?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,4,Maybe It Was Me,0dlTFvu6sfzEenCh2IAPmu,https://open.spotify.com/embed/track/0dlTFvu6sfzEenCh2IAPmu?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,5,butterfly,34ZfAjSGM4vxJ1P6N5geSp,https://open.spotify.com/embed/track/34ZfAjSGM4vxJ1P6N5geSp?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,6,What We Had,7HVmwjRRWYH40tm9EG1sQb,https://open.spotify.com/embed/track/7HVmwjRRWYH40tm9EG1sQb?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,7,fools (can't help falling in love) (slowed down & reverb),6IEYxC5J51Igo0XUTx16mA,https://open.spotify.com/embed/track/6IEYxC5J51Igo0XUTx16mA?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,8,Reason To Stay,7wEXKF8ltyhpiGlUfa3RGh,https://open.spotify.com/embed/track/7wEXKF8ltyhpiGlUfa3RGh?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,9,Bedroom Ceiling,1jXKRARVJQFG3jTvZEgxsP,https://open.spotify.com/embed/track/1jXKRARVJQFG3jTvZEgxsP?utm_source=generator&theme=0
Sody,01y8iBZYk8aeNfPsuTVrAt,10,Let You Know,76vWvM44jeCgBKryBaLcqe,https://open.spotify.com/embed/track/76vWvM44jeCgBKryBaLcqe?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,1,Nine Stories,7ol2BkROZKTtY5fuWBkMn3,https://open.spotify.com/embed/track/7ol2BkROZKTtY5fuWBkMn3?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,2,Summer Nights,6qZc3f8YGbjCnnd8zKazz9,https://open.spotify.com/embed/track/6qZc3f8YGbjCnnd8zKazz9?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,3,Slide,0BKIK1Zf025Y5zklE4IXSd,https://open.spotify.com/embed/track/0BKIK1Zf025Y5zklE4IXSd?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,4,Slow Dancing - Hazel English Remix,0GJoAMeJgACw4P4hczLxQ1,https://open.spotify.com/embed/track/0GJoAMeJgACw4P4hczLxQ1?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,5,Never Going Home,7dRhSo5p09gg4b9FHfhEvD,https://open.spotify.com/embed/track/7dRhSo5p09gg4b9FHfhEvD?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,6,California Dreamin',6WmfxTHi246GagdOlVZiS9,https://open.spotify.com/embed/track/6WmfxTHi246GagdOlVZiS9?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,7,Combat,6pHIEG8q0I4jCuUVHC3s3m,https://open.spotify.com/embed/track/6pHIEG8q0I4jCuUVHC3s3m?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,8,Five and Dime,3HgwWsgkhXJ2LsEFWywrHj,https://open.spotify.com/embed/track/3HgwWsgkhXJ2LsEFWywrHj?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,9,All Dressed Up,5T9Uzxpmywt6ZLwiVNCFJn,https://open.spotify.com/embed/track/5T9Uzxpmywt6ZLwiVNCFJn?utm_source=generator&theme=0
Hazel English,1nEGjL7aMVdNQzsfQPKdGr,10,Off My Mind,4ZluyH70O0CQ2ZyudIby1F,https://open.spotify.com/embed/track/4ZluyH70O0CQ2ZyudIby1F?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,1,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,https://open.spotify.com/embed/track/7eJMfftS33KTjuF7lTsMCx?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,2,Glue Song,3iBgrkexCzVuPy4O9vx7Mf,https://open.spotify.com/embed/track/3iBgrkexCzVuPy4O9vx7Mf?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,3,the perfect pair,41P6Tnd8KIHqON0QIydx6a,https://open.spotify.com/embed/track/41P6Tnd8KIHqON0QIydx6a?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,4,Tired,6F5mZpEEjhsAW8UEqbIpz1,https://open.spotify.com/embed/track/6F5mZpEEjhsAW8UEqbIpz1?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,5,Coffee,429NtPmr12aypzFH3FkN9l,https://open.spotify.com/embed/track/429NtPmr12aypzFH3FkN9l?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,6,Glue Song (feat. Clairo),0tMMPZEt6Gyrl9FI8zSicm,https://open.spotify.com/embed/track/0tMMPZEt6Gyrl9FI8zSicm?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,7,Cologne,1NaDK3atogQEn9glK5fYuy,https://open.spotify.com/embed/track/1NaDK3atogQEn9glK5fYuy?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,8,Apple Cider,5xA5MggKc3aQxuOzNzPUWB,https://open.spotify.com/embed/track/5xA5MggKc3aQxuOzNzPUWB?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,9,Sunny day,12UQIJePnGeLmpVReYpG2w,https://open.spotify.com/embed/track/12UQIJePnGeLmpVReYpG2w?utm_source=generator&theme=0
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,10,The Moon Song,3s9eWdn8IymCPvVLcKpjww,https://open.spotify.com/embed/track/3s9eWdn8IymCPvVLcKpjww?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,1,Witches,5BBK1WoaiD3b3sJ2UysLuM,https://open.spotify.com/embed/track/5BBK1WoaiD3b3sJ2UysLuM?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,2,Shelter,0hyTH8NRRQeaFjbfoktfnc,https://open.spotify.com/embed/track/0hyTH8NRRQeaFjbfoktfnc?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,3,Dusk,6PUPRb62MyZo6MRlEQZKFq,https://open.spotify.com/embed/track/6PUPRb62MyZo6MRlEQZKFq?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,4,Glow,7wR04K3JSaRJPO3D0f5fnx,https://open.spotify.com/embed/track/7wR04K3JSaRJPO3D0f5fnx?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,5,Dirty Mouth,2xsDFbEZvMheWSGrN845gu,https://open.spotify.com/embed/track/2xsDFbEZvMheWSGrN845gu?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,6,Velvet Mood,7rpqAHy7hEwRlc0WwmXvmp,https://open.spotify.com/embed/track/7rpqAHy7hEwRlc0WwmXvmp?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,7,Lover / / Over the Moon,5hGzYOXKT3YxJu2qcDTc44,https://open.spotify.com/embed/track/5hGzYOXKT3YxJu2qcDTc44?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,8,Only When I,0ZzElIB9iulNYwycFVPXdl,https://open.spotify.com/embed/track/0ZzElIB9iulNYwycFVPXdl?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,9,Lovesick,2yDWhOjZhKZ0XqPXyjNQhx,https://open.spotify.com/embed/track/2yDWhOjZhKZ0XqPXyjNQhx?utm_source=generator&theme=0
Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,10,Nostalgia,2Zzu0xvM9FNTOi2jNdS8Qg,https://open.spotify.com/embed/track/2Zzu0xvM9FNTOi2jNdS8Qg?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,1,Boys,3rq5VaJa4HfQIHPgGa2iH8,https://open.spotify.com/embed/track/3rq5VaJa4HfQIHPgGa2iH8?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,2,You Can Be Mean,5HlHycHNeXIjYhY4AJRErt,https://open.spotify.com/embed/track/5HlHycHNeXIjYhY4AJRErt?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,3,Take Off Ur Pants,29JEOX0xLF9y6q8oILX2QH,https://open.spotify.com/embed/track/29JEOX0xLF9y6q8oILX2QH?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,4,Smog,4iRtrvu2GVOCImocv42Wz2,https://open.spotify.com/embed/track/4iRtrvu2GVOCImocv42Wz2?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,5,Sleep Talking,02YWpfMAUVTvsbhu3QO9fM,https://open.spotify.com/embed/track/02YWpfMAUVTvsbhu3QO9fM?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,6,What Are We Gonna Do Now,4i3ExiCWHemALN24hVn65B,https://open.spotify.com/embed/track/4i3ExiCWHemALN24hVn65B?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,7,Younger & Dumber,0EWHn0McVO8Ewbkqvh53AD,https://open.spotify.com/embed/track/0EWHn0McVO8Ewbkqvh53AD?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,8,Good Heart,6fPwWgvq8C0QwfVdxcRBn0,https://open.spotify.com/embed/track/6fPwWgvq8C0QwfVdxcRBn0?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,9,How I Get Myself Killed,2Kj95VOpBEJzBFNzwirZwU,https://open.spotify.com/embed/track/2Kj95VOpBEJzBFNzwirZwU?utm_source=generator&theme=0
Indigo De Souza,3ir2pF2mkiEWqyPenKTh5e,10,Kill Me,66N8I6v00iQFPd56yU7dXf,https://open.spotify.com/embed/track/66N8I6v00iQFPd56yU7dXf?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,1,damn,5mgWktGBliaIdAaBtZ8ff3,https://open.spotify.com/embed/track/5mgWktGBliaIdAaBtZ8ff3?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,2,can't stop me from dying,3SAezXTp45ZlD8XdfKvwAD,https://open.spotify.com/embed/track/3SAezXTp45ZlD8XdfKvwAD?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,3,hurt,1azOKiKwwOVwmapgPgPTJy,https://open.spotify.com/embed/track/1azOKiKwwOVwmapgPgPTJy?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,4,and my newness spoke to your newness and it was a thing of endless,4ep04b3yyAO5IuO40hPk07,https://open.spotify.com/embed/track/4ep04b3yyAO5IuO40hPk07?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,5,the party,3kRulETW98DGqUo49jYHX4,https://open.spotify.com/embed/track/3kRulETW98DGqUo49jYHX4?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,6,writer in ny,5EIEzisvJrHWYaBTXtQ8zd,https://open.spotify.com/embed/track/5EIEzisvJrHWYaBTXtQ8zd?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,7,oranges,61v4u9hRnKe8KVQEKNMTWr,https://open.spotify.com/embed/track/61v4u9hRnKe8KVQEKNMTWr?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,8,partner,2Jsquwbe60YMYf7ovbDNlB,https://open.spotify.com/embed/track/2Jsquwbe60YMYf7ovbDNlB?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,9,my love 4 u is real,5gzJA6WZO42FMU174tvJzl,https://open.spotify.com/embed/track/5gzJA6WZO42FMU174tvJzl?utm_source=generator&theme=0
Ada Lea,3sE8O47mEFWR6pL0rwnAHy,10,saltspring,2a9nYnvv8mHu1dPhcell1M,https://open.spotify.com/embed/track/2a9nYnvv8mHu1dPhcell1M?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,1,Dogmas,5TWhKIovwde21zGGjjyRTo,https://open.spotify.com/embed/track/5TWhKIovwde21zGGjjyRTo?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,2,Indigo,0gcVJ2G7f7mD64ouqgKKfx,https://open.spotify.com/embed/track/0gcVJ2G7f7mD64ouqgKKfx?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,3,Cut Yr Teeth,4cjWJeo5bIJC2Hp9aBulJ5,https://open.spotify.com/embed/track/4cjWJeo5bIJC2Hp9aBulJ5?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,4,Around Your Room,7ASKGa97MMvntebub4RBnr,https://open.spotify.com/embed/track/7ASKGa97MMvntebub4RBnr?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,5,We’re So In Tune,7wjusjmjeqGJmuoGFYnMeM,https://open.spotify.com/embed/track/7wjusjmjeqGJmuoGFYnMeM?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,6,Greyhound,3WX8yih2kuwioWdZkKdpXT,https://open.spotify.com/embed/track/3WX8yih2kuwioWdZkKdpXT?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,7,This Song Used To Be About You,5if55g116OIV0zTnhYvSmg,https://open.spotify.com/embed/track/5if55g116OIV0zTnhYvSmg?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,8,Unkempt Leather,1MFTzV9vmSAcqogUZjctkn,https://open.spotify.com/embed/track/1MFTzV9vmSAcqogUZjctkn?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,9,Lash to Lash,30MmYfuY149SRnjcBBbGmE,https://open.spotify.com/embed/track/30MmYfuY149SRnjcBBbGmE?utm_source=generator&theme=0
Kississippi,6t0a2t1BXxTQvAkxReClPm,10,Googly Eyes,4aEvCLli6Gf6Ri51gi1JUu,https://open.spotify.com/embed/track/4aEvCLli6Gf6Ri51gi1JUu?utm_source=generator&theme=0
MUNA,6xdRb2GypJ7DqnWAI2mHGn,1,Silk Chiffon,5ECxiK4Vigo1yRRmAoZc1f,https://open.spotify.com/embed/track/5ECxiK4Vigo1yRRmAoZc1f?utm_source=generator&theme=0
MUNA,6xdRb2GypJ7DqnWAI2mHGn,2,One That Got Away,55RszydvrfNlZ2BQdF1c4q,https://open.spotify.com/embed/track/55RszydvrfNlZ2BQdF1c4q?utm_source=generator&theme=0
MUNA,6xdRb2GypJ7DqnWAI2mHGn,3,Anything But Me,0MtRE3z0MqQp9ZgYVW9s8u,https://open.spotify.com/embed/track/0MtRE3z0MqQp9ZgYVW9s8u?utm_source=generator&theme=0
MUNA,6xdRb2GypJ7DqnWAI2mHGn,4,What I Want,7uvxkcv7FWVh4wE91I8Bi2,https://open.spotify.com/embed/track/7uvxkcv7FWVh4wE91I8Bi2?utm_source=generator&theme=0
